Customer_ID,Join_Date,Industry,Total_Users,Monthly_Revenue,Contract_Type,Support_Tickets,Last_Login_Days_Ago,Churn_Label,Churn_Label_Flag,Total_Users_Flag,Monthly_Revenue_Flag,Last_Login_Days_Ago_Flag,Support_Tickets_Missing,Contract_Type_Unknown
1285,2022-02-25,Manufacturing,17.0,883.0,Month-to-Month,0.0,30.0,Yes,,,,,0,0
1286,2021-10-02,Healthcare,35.0,1754.0,Month-to-Month,2.0,15.0,No,,,,,0,0
1287,2022-10-15,Finance,68.0,3382.0,Month-to-Month,3.0,30.0,No,,,,,0,0
1288,2021-03-16,Education,27.0,1375.0,Month-to-Month,0.0,1.0,No,,,,,0,0
1289,2022-08-21,Healthcare,28.0,1416.0,2 Year,1.0,0.0,No,,,,,0,0
1290,2022-01-19,Finance,20.0,1031.0,1 Year,1.0,1.0,No,recoded_from_1,,,,0,0
1291,2022-01-12,Manufacturing,2.0,150.0,1 Year,2.0,2.0,No,,,,,0,0
1292,2021-07-26,Healthcare,15.0,745.0,Month-to-Month,2.0,3.0,No,,,,,0,0
1293,2022-01-18,Tech,6.0,298.0,Month-to-Month,1.0,19.0,No,,,,,0,0
1294,2020-03-20,Finance,13.0,647.0,2 Year,1.0,10.0,No,,,,,0,0
1295,2022-11-21,Manufacturing,23.0,1147.0,1 Year,0.0,29.0,No,,,,,1,0
1296,2021-09-04,Manufacturing,23.0,1173.0,2 Year,3.0,26.0,No,,,,,0,0
1297,2021-09-05,Manufacturing,18.0,940.0,Month-to-Month,3.0,11.0,Yes,,,,,0,0
1298,2021-09-22,Manufacturing,28.0,1383.0,2 Year,3.0,15.0,No,,,,,0,0
1299,2021-04-11,Manufacturing,9.0,436.0,2 Year,2.0,15.0,No,,,,,0,0
1300,2022-02-17,Tech,26.0,1298.0,2 Year,0.0,7.0,Yes,,,,,0,0
1301,2021-01-25,Finance,22.0,1082.0,1 Year,3.0,10.0,No,,,,,0,0
1302,2022-04-20,Education,43.0,2194.0,2 Year,1.0,29.0,No,,,,,0,0
1303,2020-05-07,Retail,3.0,147.0,2 Year,2.0,6.0,No,,,,,0,0
1304,2022-12-12,Healthcare,25.0,1278.0,1 Year,0.0,30.0,No,,,,,0,0
1305,2021-12-26,Manufacturing,47.0,2363.0,2 Year,2.0,15.0,No,,,,,0,0
1306,2021-09-03,Education,9.0,458.0,1 Year,1.0,24.0,No,recoded_from_1,,,,0,0
1307,2022-09-28,Education,5.0,270.0,1 Year,1.0,11.0,No,,,,,0,0
1308,2021-07-14,Retail,21.0,1066.0,Month-to-Month,1.0,18.0,No,,,,,0,0
1309,2021-12-07,Healthcare,29.0,1448.0,1 Year,4.0,1.0,No,,,,,0,0
1310,2022-06-24,Healthcare,17.0,862.0,2 Year,1.0,15.0,No,,,,,0,0
1311,2021-07-10,Tech,9.0,447.0,Month-to-Month,1.0,19.0,No,,,,,0,0
1312,2022-12-23,Retail,46.0,2308.0,2 Year,3.0,7.0,No,,,,,0,0
1313,2020-07-24,Retail,13.0,647.0,Month-to-Month,3.0,30.0,No,,,,,0,0
1314,2022-09-01,Healthcare,17.0,891.0,2 Year,0.0,6.0,No,,,,,0,0
1315,2020-05-01,Tech,38.0,1891.0,2 Year,0.0,18.0,No,,,,,0,0
1316,2020-12-24,Retail,24.0,1233.0,Month-to-Month,0.0,29.0,No,,,,,0,0
1317,2022-10-11,Tech,25.0,1253.0,2 Year,1.0,30.0,No,,,,,0,0
1318,2020-01-19,Healthcare,2.0,118.0,2 Year,3.0,19.0,No,,,,,0,0
1319,2022-07-19,Manufacturing,24.0,1249.0,2 Year,4.0,15.0,No,,,,,0,0
1320,2022-08-16,Education,11.0,564.0,Month-to-Month,4.0,25.0,Yes,,,,,0,0
1321,2021-06-10,Finance,36.0,1803.0,Month-to-Month,1.0,23.0,Yes,,,,,0,0
1322,2020-12-25,Tech,17.0,881.0,1 Year,1.0,16.0,No,,,,,0,0
1323,2021-01-13,Finance,16.0,797.0,1 Year,4.0,10.0,Yes,,,,,0,0
1324,2022-07-03,Healthcare,1.0,64.0,1 Year,1.0,9.0,No,,,,,0,0
1325,2022-01-06,Education,17.0,860.0,Month-to-Month,0.0,21.0,Yes,recoded_from_1,,,,0,0
1326,2022-10-26,Healthcare,17.0,869.0,2 Year,1.0,3.0,No,,,,,0,0
1327,2021-03-28,Manufacturing,24.0,1208.0,Month-to-Month,1.0,15.0,No,,,,,0,0
1328,2022-02-04,Education,5.0,283.0,2 Year,1.0,17.0,No,,,,,0,0
1329,2021-03-23,Manufacturing,25.0,1261.0,2 Year,2.0,24.0,No,,,,,0,0
1330,2022-07-03,Tech,10.0,547.0,2 Year,1.0,11.0,No,,,,,0,0
1331,2022-11-01,Manufacturing,11.0,555.0,2 Year,0.0,17.0,No,,,,,0,0
1332,2022-06-23,Manufacturing,18.0,894.0,2 Year,2.0,6.0,No,,,,,0,0
1333,2022-07-01,Tech,16.0,787.0,1 Year,1.0,4.0,No,,,,,0,0
1334,2022-08-04,Education,15.0,769.0,2 Year,2.0,0.0,No,,,,,0,0
1335,2021-03-22,Tech,32.0,1589.0,Month-to-Month,1.0,13.0,Yes,,,,,0,0
1336,2022-08-24,Education,10.0,484.0,1 Year,2.0,13.0,No,,,,,0,0
1337,2022-05-10,Retail,1.0,77.0,1 Year,1.0,14.0,No,,,,,0,0
1338,2020-06-13,Retail,6.0,349.0,Month-to-Month,2.0,20.0,Yes,,,,,0,0
1339,2022-12-19,Healthcare,16.0,796.0,2 Year,1.0,7.0,No,,,,,0,0
1340,2022-08-06,Retail,14.0,749.0,1 Year,3.0,17.0,No,,,,,0,0
1341,2021-12-09,Tech,49.0,2449.0,1 Year,3.0,6.0,No,,,,,0,0
1342,2020-03-06,Finance,27.0,1383.0,2 Year,5.0,24.0,No,,,,,0,0
1343,2021-02-26,Education,11.0,538.0,Month-to-Month,0.0,19.0,Yes,,,,,0,0
1344,2020-04-09,Finance,5.0,261.0,2 Year,2.0,1.0,No,,,,,0,0
1345,2020-04-25,Manufacturing,17.0,847.0,2 Year,1.0,9.0,No,,,,,0,0
1346,2021-10-15,Manufacturing,4.0,221.0,Month-to-Month,2.0,9.0,No,,,,,0,0
1347,2021-03-28,Education,7.0,382.0,1 Year,0.0,8.0,Yes,,,,,0,0
1348,2020-12-24,Education,37.0,1884.0,2 Year,0.0,15.0,Yes,,,,,1,0
1349,2022-02-19,Retail,27.0,1397.0,1 Year,4.0,22.0,No,,,,,0,0
1350,2021-01-11,Education,12.0,648.0,1 Year,3.0,7.0,No,,,,,0,0
1351,2020-10-22,Manufacturing,13.0,689.0,Month-to-Month,4.0,17.0,No,,,,,0,0
1352,2020-10-01,Retail,28.0,1429.0,Month-to-Month,0.0,8.0,No,,,,,0,0
1353,2022-01-29,Education,25.0,1241.0,2 Year,2.0,23.0,Yes,,,,,0,0
1354,2020-03-21,Manufacturing,2.0,89.0,Month-to-Month,2.0,25.0,No,,,,,0,0
1355,2021-03-20,Finance,2.0,141.0,Month-to-Month,3.0,27.0,Yes,,,,,0,0
1356,2021-01-24,Education,14.0,695.0,2 Year,5.0,24.0,Yes,,,,,0,0
1357,2021-02-22,Retail,20.0,1030.0,Month-to-Month,2.0,17.0,No,,,,,0,0
1358,2022-12-28,Retail,15.0,775.0,1 Year,2.0,8.0,No,,,,,0,0
1359,2020-07-20,Tech,15.0,790.0,1 Year,3.0,29.0,No,,,,,0,0
1360,2021-03-29,Education,25.0,1248.0,Month-to-Month,3.0,8.0,No,,,,,0,0
1361,2022-05-05,Finance,2.0,117.0,Month-to-Month,0.0,6.0,No,,,,,0,0
1362,2022-10-19,Retail,29.0,1500.0,2 Year,0.0,30.0,No,,,,,0,0
1363,2022-10-01,Retail,7.0,388.0,Month-to-Month,2.0,23.0,Yes,,,,,0,0
1364,2021-01-11,Tech,27.0,1399.0,2 Year,3.0,30.0,Yes,,,,,0,0
1365,2020-04-09,Education,43.0,2130.0,1 Year,0.0,4.0,No,,,,,0,0
1366,2020-11-05,Education,8.0,381.0,Month-to-Month,1.0,16.0,Yes,,,,,0,0
1367,2022-09-16,Tech,26.0,1342.0,Month-to-Month,3.0,0.0,No,,,,,0,0
1368,2022-12-20,Education,50.0,2515.0,2 Year,2.0,9.0,Yes,,,,,0,0
1369,2022-05-31,Manufacturing,12.0,602.0,Month-to-Month,0.0,29.0,Yes,,,,,0,0
1370,2022-12-14,Retail,3.0,162.0,1 Year,0.0,8.0,No,,,,,0,0
1371,2022-07-29,Tech,38.0,1911.0,2 Year,2.0,7.0,No,,,,,0,0
1372,2020-03-05,Education,45.0,2241.0,1 Year,3.0,12.0,No,,,,,0,0
1373,2020-01-20,Healthcare,58.0,2901.0,Month-to-Month,1.0,15.0,No,,,,,0,0
1374,2020-07-14,Manufacturing,14.0,747.0,Month-to-Month,0.0,7.0,No,,,,,1,0
1375,2022-08-31,Manufacturing,11.0,564.0,Month-to-Month,2.0,29.0,No,,,,,0,0
1376,2020-03-08,Education,23.0,1152.0,1 Year,5.0,0.0,No,,,,,0,0
1377,2022-03-26,Retail,4.0,189.0,1 Year,2.0,5.0,No,,,,,0,0
1378,2021-11-10,Tech,54.0,2729.0,2 Year,1.0,4.0,No,,,,,0,0
1379,2022-10-22,Healthcare,45.0,2274.0,Month-to-Month,0.0,3.0,No,,,,,0,0
1380,2022-03-23,Retail,10.0,521.0,Month-to-Month,2.0,20.0,No,,,,,0,0
1381,2021-04-12,Manufacturing,28.0,1425.0,2 Year,3.0,30.0,No,,,,,0,0
1382,2022-02-17,Tech,5.0,240.0,2 Year,0.0,9.0,No,,,,,0,0
1383,2021-07-02,Retail,14.0,699.0,1 Year,1.0,22.0,No,,,,,0,0
1384,2021-10-10,Retail,22.0,1126.0,Month-to-Month,1.0,2.0,Yes,,,,,0,0
1385,2022-01-07,Manufacturing,10.0,514.0,Month-to-Month,1.0,,No,,,,negative_set_to_missing,0,0
1386,2022-11-15,Manufacturing,21.0,1082.0,Month-to-Month,2.0,0.0,No,,,,,0,0
1387,2021-10-26,Education,13.0,679.0,Month-to-Month,0.0,9.0,No,,,,,0,0
1388,2021-05-12,Healthcare,10.0,546.0,Month-to-Month,1.0,21.0,Yes,,,,,0,0
1389,2022-10-06,Retail,16.0,798.0,Month-to-Month,2.0,5.0,No,,,,,0,0
1390,2020-06-06,Manufacturing,17.0,876.0,1 Year,0.0,30.0,No,,,,,0,0
1391,2021-02-04,Healthcare,24.0,1238.0,Month-to-Month,3.0,4.0,No,,,,,0,0
1392,2022-02-17,Education,6.0,322.0,1 Year,3.0,,No,,,,negative_set_to_missing,0,0
1393,2020-10-05,Healthcare,25.0,1268.0,1 Year,1.0,19.0,No,,,,,0,0
1394,2020-12-29,Manufacturing,26.0,1330.0,1 Year,1.0,9.0,No,,,,,0,0
1395,2021-05-11,Tech,11.0,571.0,1 Year,1.0,8.0,No,,,,,0,0
1396,2021-02-13,Education,22.0,1149.0,Month-to-Month,2.0,21.0,Yes,,,,,0,0
1397,2021-03-05,Retail,52.0,2636.0,1 Year,3.0,26.0,No,,,,,0,0
1398,2022-10-19,Education,26.0,1297.0,2 Year,3.0,9.0,No,,,,,0,0
1399,2022-05-16,Retail,59.0,2978.0,Month-to-Month,1.0,14.0,No,,,,,0,0
1400,2022-12-30,Healthcare,11.0,594.0,2 Year,1.0,13.0,No,,,,,0,0
1401,2020-06-23,Tech,7.0,343.0,Month-to-Month,3.0,21.0,Yes,,,,,0,0
1402,2022-03-29,Finance,30.0,1522.0,1 Year,1.0,3.0,Yes,,,,,0,0
1403,2022-11-11,Healthcare,15.0,796.0,2 Year,4.0,18.0,No,,,,,0,0
1404,2022-03-12,Tech,2.0,139.0,2 Year,3.0,18.0,No,,,,,0,0
1405,2022-09-15,Education,19.0,943.0,1 Year,1.0,13.0,No,,,,,0,0
1406,2020-10-17,Retail,32.0,1624.0,1 Year,4.0,10.0,No,,,,,0,0
1407,2021-12-14,Tech,26.0,1340.0,Month-to-Month,2.0,14.0,No,,,,,0,0
1408,2021-09-06,Education,14.0,685.0,2 Year,0.0,3.0,Yes,,,,,0,0
1409,2020-08-11,Healthcare,5.0,251.0,2 Year,5.0,7.0,No,,,,,0,0
1410,2022-05-23,Education,6.0,339.0,Month-to-Month,1.0,25.0,Yes,,,,,0,0
1411,2022-06-04,Retail,22.0,1130.0,Month-to-Month,4.0,23.0,Yes,,,,,0,0
1412,2022-03-07,Tech,8.0,380.0,2 Year,3.0,6.0,No,,,,,0,0
1413,2020-07-27,Healthcare,25.0,1298.0,Month-to-Month,2.0,11.0,No,,,,,0,0
1414,2022-09-29,Manufacturing,39.0,1997.0,2 Year,1.0,10.0,No,,,,,0,0
1415,2020-08-21,Education,16.0,824.0,1 Year,0.0,27.0,No,,,,,0,0
1416,2021-09-01,Tech,10.0,490.0,2 Year,4.0,4.0,No,,,,,0,0
1417,2021-01-09,Finance,11.0,577.0,2 Year,3.0,4.0,No,,,,,0,0
1418,2022-02-24,Education,5.0,284.0,Month-to-Month,0.0,15.0,No,recoded_from_1,,,,0,0
1419,2020-12-20,Retail,37.0,1851.0,1 Year,3.0,9.0,No,,,,,0,0
1420,2020-04-19,Manufacturing,41.0,2075.0,Month-to-Month,1.0,15.0,No,,,,,0,0
1421,2022-11-01,Retail,33.0,1693.0,1 Year,4.0,21.0,No,,,,,0,0
1422,2022-09-27,Healthcare,26.0,1301.0,Month-to-Month,3.0,18.0,No,,,,,0,0
1423,2021-04-05,Retail,35.0,1798.0,1 Year,3.0,5.0,No,,,,,0,0
1424,2022-11-12,Healthcare,10.0,494.0,2 Year,3.0,3.0,No,,,,,0,0
1425,2020-03-26,Education,15.0,786.0,2 Year,2.0,6.0,No,,,,,0,0
1426,2021-05-21,Tech,30.0,1518.0,Month-to-Month,1.0,14.0,No,,,,,0,0
1427,2022-06-18,Healthcare,10.0,495.0,Month-to-Month,1.0,6.0,No,,,,,0,0
1428,2022-05-26,Tech,2.0,101.0,2 Year,1.0,4.0,No,,,,,0,0
1429,2021-12-19,Education,13.0,698.0,1 Year,0.0,19.0,No,,,,,0,0
1430,2021-08-22,Education,32.0,1617.0,2 Year,1.0,8.0,No,,,,,0,0
1431,2020-07-14,Education,49.0,2447.0,1 Year,1.0,29.0,Yes,,,,,0,0
1432,2020-09-16,Education,17.0,846.0,Month-to-Month,2.0,4.0,No,,,,,0,0
1433,2022-03-15,Retail,36.0,1842.0,Month-to-Month,5.0,18.0,No,,,,,0,0
1434,2022-07-14,Education,2.0,89.0,2 Year,4.0,25.0,Yes,,,,,0,0
1435,2021-07-23,Education,9.0,477.0,1 Year,2.0,30.0,No,,,,,0,0
1436,2020-07-09,Manufacturing,7.0,388.0,2 Year,4.0,21.0,No,,,,,0,0
1437,2022-03-25,Healthcare,17.0,857.0,1 Year,1.0,,No,,,,negative_set_to_missing,0,0
1438,2021-11-22,Healthcare,8.0,450.0,2 Year,0.0,4.0,No,,,,,0,0
1439,2020-04-09,Tech,4.0,185.0,Month-to-Month,2.0,20.0,No,,,,,0,0
1440,2020-11-19,Education,4.0,236.0,1 Year,1.0,0.0,No,,,,,0,0
1441,2020-09-27,Healthcare,15.0,768.0,Month-to-Month,0.0,27.0,Yes,,,,,0,0
1442,2021-05-27,Retail,34.0,1690.0,1 Year,3.0,21.0,No,,,,,0,0
1443,2021-09-17,Finance,10.0,509.0,1 Year,1.0,20.0,No,,,,,0,0
1444,2022-09-03,Tech,18.0,889.0,Month-to-Month,3.0,18.0,No,,,,,0,0
1445,2020-01-17,Finance,1.0,73.0,Month-to-Month,2.0,27.0,Yes,,,,,0,0
1446,2022-02-23,Healthcare,20.0,991.0,Unknown,4.0,25.0,No,,,,,0,1
1447,2020-10-07,Manufacturing,24.0,1228.0,Month-to-Month,0.0,20.0,Yes,,,,,0,0
1448,2020-01-18,Finance,47.0,2351.0,1 Year,2.0,11.0,No,,,,,0,0
1449,2022-04-23,Manufacturing,31.0,1586.0,Month-to-Month,2.0,2.0,Yes,,,,,0,0
1450,2022-02-25,Education,13.0,674.0,1 Year,3.0,10.0,No,,,,,0,0
1451,2020-06-21,Education,9.0,461.0,2 Year,5.0,19.0,No,,,,,0,0
1452,2020-02-24,Healthcare,5.0,268.0,Month-to-Month,1.0,16.0,Yes,,,,,0,0
1453,2020-04-21,Manufacturing,18.0,910.0,1 Year,1.0,12.0,No,,,,,0,0
1454,2020-05-25,Retail,18.0,947.0,Month-to-Month,4.0,11.0,Yes,,,,,0,0
1455,2022-01-18,Tech,6.0,349.0,2 Year,1.0,5.0,No,,,,,0,0
1456,2020-02-04,Retail,13.0,638.0,Month-to-Month,4.0,8.0,No,,,,,0,0
1457,2022-11-03,Education,42.0,2116.0,2 Year,3.0,22.0,No,,,,,0,0
1458,2022-04-03,Tech,6.0,290.0,2 Year,1.0,17.0,No,,,,,0,0
1459,2021-09-26,Manufacturing,11.0,540.0,2 Year,1.0,29.0,No,,,,,0,0
1460,2021-10-31,Education,39.0,1980.0,2 Year,0.0,,No,,,,negative_set_to_missing,0,0
1461,2020-05-15,Tech,41.0,2069.0,2 Year,0.0,13.0,No,,,,,1,0
1462,2021-05-15,Healthcare,10.0,491.0,1 Year,1.0,3.0,No,,,,,0,0
1463,2020-12-25,Healthcare,11.0,545.0,Unknown,2.0,22.0,Yes,,,,,0,1
1464,2022-12-07,Healthcare,16.0,846.0,2 Year,1.0,8.0,No,,,,,0,0
1465,2020-08-29,Healthcare,2.0,83.0,1 Year,0.0,25.0,No,,,,,0,0
1466,2020-06-06,Manufacturing,12.0,643.0,1 Year,5.0,16.0,No,,,,,0,0
1467,2020-12-07,Education,15.0,777.0,Month-to-Month,2.0,8.0,No,,,,,0,0
1468,2020-08-24,Finance,23.0,1159.0,2 Year,4.0,16.0,Yes,,,,,0,0
1469,2020-04-04,Tech,8.0,440.0,1 Year,1.0,12.0,No,,,,,0,0
1470,2022-05-08,Healthcare,9.0,458.0,1 Year,2.0,7.0,No,,,,,0,0
1471,2020-06-08,Manufacturing,14.0,727.0,Month-to-Month,4.0,16.0,Yes,,,,,0,0
1472,2020-04-04,Healthcare,6.0,331.0,Month-to-Month,1.0,28.0,Yes,,,,,0,0
1473,2020-06-25,Healthcare,11.0,600.0,1 Year,1.0,0.0,No,,,,,0,0
1474,2021-05-11,Finance,15.0,789.0,1 Year,4.0,18.0,No,,,,,0,0
1475,2021-05-17,Education,12.0,599.0,Month-to-Month,0.0,29.0,Yes,,,,,1,0
1476,2020-01-20,Education,20.0,1022.0,Month-to-Month,4.0,24.0,No,,,,,0,0
1477,2021-09-21,Tech,7.0,343.0,Month-to-Month,2.0,16.0,No,,,,,0,0
1478,2020-10-18,Manufacturing,9.0,465.0,Month-to-Month,5.0,1.0,No,,,,,0,0
1479,2022-04-25,Education,36.0,1827.0,1 Year,0.0,23.0,Yes,,,,,0,0
1480,2022-03-18,Finance,14.0,689.0,2 Year,3.0,18.0,Yes,,,,,0,0
1481,2021-04-29,Education,16.0,817.0,1 Year,2.0,27.0,No,,,,,0,0
1482,2021-10-30,Finance,12.0,620.0,1 Year,2.0,8.0,No,,,,,0,0
1483,2020-08-11,Tech,32.0,1599.0,Month-to-Month,0.0,5.0,No,,,,,0,0
1484,2022-01-03,Tech,24.0,1206.0,1 Year,2.0,9.0,No,,,,,0,0
1485,2020-11-18,Healthcare,29.0,1468.0,2 Year,3.0,22.0,No,,,,,0,0
1486,2020-10-30,Tech,28.0,1391.0,2 Year,0.0,7.0,No,,,,,0,0
1487,2021-09-04,Manufacturing,3.0,163.0,Month-to-Month,1.0,0.0,No,,,,,0,0
1488,2021-05-26,Tech,3.0,142.0,1 Year,1.0,,No,,,,negative_set_to_missing,0,0
1489,2020-05-06,Education,17.0,858.0,Month-to-Month,0.0,6.0,No,,,,,0,0
1490,2020-06-21,Retail,25.0,1263.0,Month-to-Month,2.0,0.0,Yes,,,,,0,0
1491,2020-09-20,Tech,14.0,691.0,1 Year,1.0,3.0,Yes,,,,,0,0
1492,2020-12-10,Retail,9.0,485.0,2 Year,0.0,12.0,No,,,,,1,0
1493,2020-12-19,Tech,3.0,175.0,Month-to-Month,4.0,29.0,Yes,,,,,0,0
1494,2021-05-18,Tech,15.0,767.0,1 Year,2.0,13.0,No,,,,,0,0
1495,2021-07-26,Manufacturing,9.0,479.0,Month-to-Month,3.0,13.0,No,,,,,0,0
1496,2021-05-25,Manufacturing,19.0,999.0,Month-to-Month,1.0,,No,,,,negative_set_to_missing,0,0
1497,2022-09-19,Tech,8.0,424.0,2 Year,1.0,16.0,No,,,,,0,0
1498,2021-10-15,Manufacturing,30.0,1508.0,Month-to-Month,0.0,28.0,Yes,,,,,0,0
1499,2022-01-02,Manufacturing,8.0,409.0,Month-to-Month,1.0,3.0,No,,,,,0,0
1500,2020-04-24,Finance,35.0,1758.0,2 Year,1.0,27.0,No,,,,,0,0
1501,2020-12-26,Manufacturing,29.0,1460.0,2 Year,0.0,10.0,No,,,,,0,0
1502,2020-02-27,Retail,7.0,375.0,2 Year,2.0,18.0,No,,,,,0,0
1503,2021-09-24,Finance,20.0,1002.0,1 Year,3.0,1.0,No,,,,,0,0
1504,2020-02-10,Finance,19.0,997.0,1 Year,2.0,,No,,,,negative_set_to_missing,0,0
1505,2021-11-28,Education,24.0,1202.0,1 Year,5.0,1.0,Yes,,,,,0,0
1506,2020-10-17,Education,8.0,394.0,2 Year,1.0,27.0,Yes,,,,,0,0
1507,2022-03-21,Education,22.0,1092.0,1 Year,2.0,9.0,No,,,,,0,0
1508,2022-06-13,Education,15.0,792.0,2 Year,1.0,10.0,No,,,,,0,0
1509,2021-12-31,Education,11.0,558.0,2 Year,2.0,18.0,No,,,,,0,0
1510,2021-08-26,Manufacturing,43.0,2146.0,Month-to-Month,2.0,23.0,Yes,,,,,0,0
1511,2022-03-12,Manufacturing,3.0,134.0,Month-to-Month,3.0,19.0,No,,,,,0,0
1512,2021-03-28,Healthcare,29.0,1443.0,1 Year,2.0,4.0,No,,,,,0,0
1513,2021-10-16,Education,7.0,351.0,2 Year,0.0,28.0,No,,,,,0,0
1514,2021-11-18,Healthcare,4.0,237.0,Month-to-Month,2.0,8.0,No,,,,,0,0
1515,2021-06-09,Education,3.0,143.0,2 Year,0.0,0.0,Yes,,,,,0,0
1516,2022-05-09,Retail,5.0,251.0,1 Year,2.0,15.0,No,,,,,0,0
1517,2020-07-26,Retail,15.0,791.0,2 Year,3.0,20.0,No,,,,,0,0
1518,2020-05-30,Tech,16.0,784.0,1 Year,3.0,0.0,No,,,,,0,0
1519,2021-12-01,Tech,13.0,651.0,1 Year,0.0,5.0,No,,,,,0,0
1520,2021-11-23,Manufacturing,19.0,991.0,2 Year,3.0,0.0,No,,,,,0,0
1521,2022-06-08,Retail,18.0,900.0,Month-to-Month,0.0,3.0,No,,,,,0,0
1522,2021-06-27,Manufacturing,17.0,866.0,1 Year,3.0,7.0,No,,,,,0,0
1523,2022-10-02,Education,12.0,599.0,Month-to-Month,1.0,11.0,No,,,,,0,0
1524,2022-09-10,Tech,14.0,705.0,Month-to-Month,1.0,0.0,No,,,,,0,0
1525,2022-08-27,Education,24.0,1194.0,1 Year,1.0,25.0,No,,,,,0,0
1526,2021-06-26,Retail,17.0,841.0,2 Year,1.0,17.0,No,,,,,0,0
1527,2022-01-26,Finance,22.0,1103.0,1 Year,3.0,1.0,No,,,,,0,0
1528,2021-07-04,Healthcare,42.0,2087.0,Month-to-Month,2.0,24.0,Yes,,,,,0,0
1529,2022-04-27,Retail,32.0,1609.0,2 Year,0.0,1.0,No,,,,,0,0
1530,2022-08-30,Education,15.0,760.0,1 Year,0.0,9.0,No,,,,,0,0
1531,2020-03-12,Manufacturing,8.0,444.0,2 Year,2.0,28.0,No,,,,,0,0
1532,2020-10-28,Finance,60.0,2995.0,1 Year,1.0,5.0,No,,,,,0,0
1533,2021-01-29,Finance,30.0,1496.0,Month-to-Month,2.0,13.0,No,,,,,0,0
1534,2020-10-29,Tech,9.0,463.0,1 Year,1.0,29.0,No,,,,,0,0
1535,2022-03-05,Tech,11.0,580.0,2 Year,3.0,10.0,No,,,,,0,0
1536,2022-12-06,Manufacturing,25.0,1283.0,Month-to-Month,2.0,13.0,No,,,,,0,0
1537,2020-07-24,Manufacturing,9.0,443.0,2 Year,3.0,24.0,No,,,,,0,0
1538,2021-12-05,Retail,18.0,932.0,1 Year,4.0,12.0,No,,,,,0,0
1539,2020-03-17,Education,52.0,2602.0,1 Year,2.0,12.0,No,,,,,0,0
1540,2022-04-02,Tech,14.0,684.0,1 Year,2.0,28.0,No,,,,,0,0
1541,2022-08-31,Healthcare,5.0,264.0,1 Year,2.0,0.0,No,,,,,0,0
1542,2021-07-28,Finance,25.0,1292.0,2 Year,0.0,21.0,No,,,,,0,0
1543,2021-09-07,Tech,61.0,3086.0,1 Year,1.0,8.0,No,,,,,0,0
1544,2021-01-19,Manufacturing,13.0,686.0,Month-to-Month,1.0,29.0,No,,,,,0,0
1545,2022-02-04,Manufacturing,9.0,437.0,2 Year,5.0,,No,,,,negative_set_to_missing,0,0
1546,2022-04-06,Finance,40.0,1997.0,2 Year,2.0,28.0,No,,,,,0,0
1547,2020-04-28,Education,9.0,461.0,Month-to-Month,0.0,14.0,Yes,,,,,0,0
1548,2021-02-11,Tech,10.0,515.0,1 Year,1.0,26.0,No,,,,,0,0
1549,2020-03-03,Retail,11.0,560.0,1 Year,3.0,15.0,No,,,,,0,0
1550,2021-12-17,Education,27.0,1374.0,Month-to-Month,1.0,26.0,No,,,,,0,0
1551,2020-07-04,Finance,14.0,716.0,Month-to-Month,2.0,12.0,Yes,,,,,0,0
1552,2021-03-29,Tech,31.0,1558.0,Unknown,1.0,6.0,No,,,,,0,1
1553,2020-01-19,Finance,12.0,640.0,Month-to-Month,0.0,20.0,No,,,,,1,0
1554,2021-05-31,Retail,23.0,1169.0,2 Year,4.0,30.0,No,,,,,0,0
1555,2021-12-15,Manufacturing,33.0,1688.0,1 Year,1.0,6.0,No,,,,,0,0
1556,2022-03-24,Healthcare,28.0,1393.0,Month-to-Month,1.0,16.0,No,,,,,0,0
1557,2021-08-01,Healthcare,27.0,1368.0,2 Year,2.0,3.0,No,,,,,0,0
1558,2021-10-27,Healthcare,1.0,65.0,1 Year,1.0,20.0,No,,,,,0,0
1559,2021-01-20,Retail,27.0,1349.0,2 Year,2.0,24.0,Yes,,,,,0,0
1560,2021-10-16,Healthcare,5.0,247.0,2 Year,2.0,0.0,No,,,,,0,0
1561,2022-05-07,Manufacturing,28.0,1431.0,1 Year,4.0,23.0,Yes,,,,,0,0
1562,2021-01-23,Retail,13.0,673.0,2 Year,2.0,22.0,No,,,,,0,0
1563,2022-01-04,Manufacturing,22.0,1144.0,1 Year,0.0,27.0,No,,,,,0,0
1564,2021-01-05,Manufacturing,42.0,2117.0,Month-to-Month,2.0,15.0,No,,,,,0,0
1565,2021-01-09,Healthcare,12.0,622.0,2 Year,4.0,2.0,No,,,,,0,0
1566,2022-05-11,Tech,20.0,1022.0,1 Year,5.0,8.0,No,,,,,0,0
1567,2022-08-21,Retail,10.0,486.0,2 Year,5.0,18.0,No,,,,,0,0
1568,2021-02-02,Retail,24.0,1244.0,Month-to-Month,2.0,27.0,No,,,,,0,0
1569,2020-04-20,Retail,27.0,1349.0,Month-to-Month,0.0,6.0,No,,,,,0,0
1570,2020-10-20,Education,30.0,1520.0,2 Year,0.0,5.0,No,,,,,0,0
1571,2020-12-28,Finance,3.0,170.0,2 Year,3.0,1.0,Yes,,,,,0,0
1572,2020-12-11,Retail,12.0,600.0,1 Year,2.0,25.0,Yes,,,,,0,0
1573,2022-05-29,Finance,20.0,1031.0,1 Year,0.0,30.0,Yes,,,,,1,0
1574,2022-02-03,Education,41.0,2031.0,1 Year,1.0,24.0,No,,,,,0,0
